"Código","Unidade Territorial","UF","Referência","Número de famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Número de famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor médio do benefício do Programa Bolsa Família (até outubro/2021)","Valor médio do benefício do Programa Bolsa Família (a partir de março/2023)"
"250939","MATURÉIA","PB","11/2010","824","","86207","","104,62",""
"250939","MATURÉIA","PB","09/2010","830","","86710","","104,47",""
"250939","MATURÉIA","PB","08/2010","830","","87077","","104,91",""
"250939","MATURÉIA","PB","10/2011","1026","","127232","","124,01",""
"250939","MATURÉIA","PB","02/2010","834","","86080,00","","103,21",""
"250939","MATURÉIA","PB","08/2004","357","","27515","","77,07",""
"250939","MATURÉIA","PB","06/2011","926","","110910","","119,77",""
"250939","MATURÉIA","PB","07/2004","357","","27590","","77,28",""
"250939","MATURÉIA","PB","04/2004","357","","27755","","77,75",""
"250939","MATURÉIA","PB","12/2023","","1671","","1124453,0","","672,92"
"250939","MATURÉIA","PB","10/2004","403","","30650","","76,05",""
"250940","MOGEIRO","PB","10/2010","2095","","214262","","102,27",""
"250940","MOGEIRO","PB","07/2010","2099","","211279","","100,66",""
"250940","MOGEIRO","PB","12/2023","","3285","","2203476,0","","670,77"
"250940","MOGEIRO","PB","11/2023","","3274","","2197673,0","","671,46"
"250940","MOGEIRO","PB","07/2011","2091","","241148","","115,33",""
"250940","MOGEIRO","PB","06/2004","827","","62865","","76,02",""
"250940","MOGEIRO","PB","07/2023","","3292","","2190688,00","","675,72"
"250940","MOGEIRO","PB","06/2010","2109","","211583","","100,32",""
"250940","MOGEIRO","PB","02/2010","2074","","206481,00","","99,56",""
"250940","MOGEIRO","PB","07/2004","827","","62760","","75,89",""
"250940","MOGEIRO","PB","06/2011","2090","","240764","","115,20",""
"250940","MOGEIRO","PB","11/2011","2137","","255134","","119,39",""
"250940","MOGEIRO","PB","10/2004","861","","64349","","74,74",""
"250940","MOGEIRO","PB","06/2023","","3378","","2348481","","695,23"
"250940","MOGEIRO","PB","08/2010","2110","","214502","","101,66",""
"250940","MOGEIRO","PB","05/2010","2099","","210934","","100,49",""
"250940","MOGEIRO","PB","09/2010","2110","","215333","","102,05",""
"250940","MOGEIRO","PB","09/2004","858","","64285","","74,92",""
"250940","MOGEIRO","PB","08/2004","827","","62655","","75,76",""
"250940","MOGEIRO","PB","04/2011","2089","","240934","","115,33",""
"250940","MOGEIRO","PB","03/2010","2082","","207606","","99,71",""
"250940","MOGEIRO","PB","04/2004","827","","63180","","76,40",""
"250940","MOGEIRO","PB","03/2004","827","","63780","","77,12",""
"250940","MOGEIRO","PB","08/2011","2069","","240128","","116,06",""
"250940","MOGEIRO","PB","12/2010","2095","","215185","","102,71",""
"250940","MOGEIRO","PB","08/2023","","3297","","2245255,00","","684,95"
"250940","MOGEIRO","PB","04/2010","2087","","208922,00","","100,11",""
"250940","MOGEIRO","PB","03/2011","2078","","207851","","100,02",""
"250940","MOGEIRO","PB","11/2004","875","","64821","","74,08",""
"250940","MOGEIRO","PB","05/2023","","3384","","2239958","","671,85"
"250940","MOGEIRO","PB","10/2011","2133","","252988","","118,61",""
"250940","MOGEIRO","PB","12/2004","1033","","75396","","72,99",""
"250940","MOGEIRO","PB","01/2011","2090","","206658","","98,88",""
"250940","MOGEIRO","PB","04/2023","","3399","","2248470","","670,98"
"250940","MOGEIRO","PB","09/2023","","3290","","2227884","","679,44"
"250940","MOGEIRO","PB","12/2011","2161","","257034,00","","118,94",""
"250940","MOGEIRO","PB","01/2004","827","","63780","","77,12",""
"250940","MOGEIRO","PB","10/2023","","3282","","2236410,0","","681,83"
"250940","MOGEIRO","PB","02/2011","2059","","205234","","99,68",""
"250940","MOGEIRO","PB","05/2011","2092","","241344","","115,37",""
"250940","MOGEIRO","PB","05/2004","827","","63030","","76,22",""
"250940","MOGEIRO","PB","03/2023","","3408","","2260651","","670,82"
"250940","MOGEIRO","PB","11/2010","2095","","215064","","102,66",""
"250940","MOGEIRO","PB","09/2011","2133","","253708","","118,94",""
"250940","MOGEIRO","PB","01/2010","2105","","208636","","99,11",""
"250940","MOGEIRO","PB","02/2004","827","","63780","","77,12",""
"250940","MOGEIRO","PB","07/2005","1217","","85326","","70,11",""
"250940","MOGEIRO","PB","08/2016","2666","","698187","","261,89",""
"250940","MOGEIRO","PB","03/2005","1031","","73841","","71,62",""
"250940","MOGEIRO","PB","03/2026","","3058","","2057943","","673,63"
"250940","MOGEIRO","PB","05/2016","2640","","619238","","234,56",""
"250940","MOGEIRO","PB","11/2016","2471","","664918","","269,09",""
"250940","MOGEIRO","PB","10/2005","1493","","101216","","67,79",""
"250940","MOGEIRO","PB","08/2005","1292","","90621","","70,14",""
"250940","MOGEIRO","PB","01/2016","2347","","562787","","239,79",""
"250940","MOGEIRO","PB","01/2005","1034","","73971","","71,54",""
"250940","MOGEIRO","PB","03/2016","2668","","616049,00","","230,90",""
"250940","MOGEIRO","PB","04/2016","2670","","620929","","232,56",""
"250940","MOGEIRO","PB","06/2016","2641","","622350","","235,65",""
"250940","MOGEIRO","PB","05/2005","1116","","80261","","71,92",""
"250940","MOGEIRO","PB","02/2016","2347","","562462,00","","239,65",""
"250940","MOGEIRO","PB","06/2005","1116","","80261","","71,92",""
"250940","MOGEIRO","PB","10/2020","2803","","109890","","39,20",""
"250940","MOGEIRO","PB","09/2020","2803","","104052","","37,12",""
"250940","MOGEIRO","PB","04/2026","","3132","","2105440","","672,88"
"250940","MOGEIRO","PB","02/2007","1780","","115402","","64,83",""
"250940","MOGEIRO","PB","02/2026","","3109","","2077517","","668,23"
"250940","MOGEIRO","PB","04/2005","1038","","74246","","71,53",""
"250940","MOGEIRO","PB","06/2007","1855","","124872","","67,32",""
"250940","MOGEIRO","PB","11/2005","1491","","101036","","67,76",""
"250940","MOGEIRO","PB","10/2016","2619","","692133","","264,27",""
"250940","MOGEIRO","PB","09/2005","1342","","93946","","70,00",""
"250940","MOGEIRO","PB","12/2016","2470","","663985","","268,82",""
"250940","MOGEIRO","PB","11/2007","1883","","152880","","81,19",""
"250940","MOGEIRO","PB","07/2026","","3100","","2107307","","680,22"
"250940","MOGEIRO","PB","12/2007","1842","","148326","","80,52",""
"250940","MOGEIRO","PB","01/2026","","3122","","2099737","","672,56"
"250940","MOGEIRO","PB","07/2016","2664","","702384,00","","263,66",""
"250940","MOGEIRO","PB","12/2005","1501","","101776","","67,81",""
"250940","MOGEIRO","PB","09/2016","2631","","691692","","262,90",""
"250940","MOGEIRO","PB","12/2020","2803","","130634","","46,61",""
"250940","MOGEIRO","PB","11/2020","2803","","120262","","42,90",""
"250940","MOGEIRO","PB","08/2020","2802","","19566","","6,98",""
"250940","MOGEIRO","PB","07/2020","2802","","19952","","7,12",""
"250940","MOGEIRO","PB","06/2020","2802","","14128","","5,04",""
"250940","MOGEIRO","PB","05/2020","2802","","16385","","5,85",""
"250940","MOGEIRO","PB","04/2020","2793","","14319","","5,13",""
"250940","MOGEIRO","PB","03/2020","2779","","741239","","266,73",""
"250940","MOGEIRO","PB","02/2020","2835","","744130","","262,48",""
"250940","MOGEIRO","PB","01/2020","2835","","744211,00","","262,51",""
"250940","MOGEIRO","PB","05/2007","1889","","125857","","66,63",""
"250940","MOGEIRO","PB","07/2007","1860","","125872","","67,67",""
"250940","MOGEIRO","PB","06/2026","","3107","","2098689","","676,12"
"250940","MOGEIRO","PB","04/2007","1827","","120412","","65,91",""
"250940","MOGEIRO","PB","10/2007","1924","","153774","","79,92",""
"250940","MOGEIRO","PB","09/2007","1847","","147216","","79,71",""
"250940","MOGEIRO","PB","05/2026","","3100","","2094370","","676,26"
"250940","MOGEIRO","PB","08/2007","1862","","148648","","79,83",""
"250940","MOGEIRO","PB","01/2007","1709","","109387","","64,01",""
"250940","MOGEIRO","PB","03/2007","1817","","118789","","65,38",""
"250940","MOGEIRO","PB","02/2005","1031","","73841","","71,62",""
"250940","MOGEIRO","PB","04/2021","2783","","478750","","172,03",""
"250940","MOGEIRO","PB","12/2008","2051","","184856","","90,13",""
"250940","MOGEIRO","PB","12/2024","","3314","","2207919,0","","666,24"
"250940","MOGEIRO","PB","11/2024","","3287","","2187160,0","","665,40"
"250940","MOGEIRO","PB","10/2024","","3289","","2181122,0","","663,16"
"250940","MOGEIRO","PB","01/2008","1871","","151896","","81,18",""
"250940","MOGEIRO","PB","09/2024","","3281","","2211521,0","","674,04"
"250940","MOGEIRO","PB","08/2024","","3274","","2190945,0","","669,20"
"250940","MOGEIRO","PB","04/2008","1916","","158808","","82,89",""
"250940","MOGEIRO","PB","07/2024","","3286","","2189841,0","","666,42"
"250940","MOGEIRO","PB","09/2008","2104","","189520,00","","90,08",""
"250940","MOGEIRO","PB","05/2008","1879","","158866,00","","84,55",""
"250940","MOGEIRO","PB","03/2008","1905","","157322","","82,58",""
"250940","MOGEIRO","PB","06/2024","","3300","","2221602,0","","673,21"
"250940","MOGEIRO","PB","05/2024","","3243","","2170803,0","","669,38"
"250940","MOGEIRO","PB","04/2024","","3246","","2162842,0","","666,31"
"250940","MOGEIRO","PB","07/2021","2796","","485811","","173,75",""
"250940","MOGEIRO","PB","03/2024","","3258","","2168046","","665,45"
"250940","MOGEIRO","PB","06/2021","2796","","483701","","173,00",""
"250940","MOGEIRO","PB","05/2021","2796","","480583","","171,88",""
"250940","MOGEIRO","PB","02/2008","1908","","154236","","80,84",""
"250940","MOGEIRO","PB","02/2024","","3309","","2222185,0","","671,56"
"250940","MOGEIRO","PB","01/2024","","3300","","2233790,0","","676,91"
"250940","MOGEIRO","PB","12/2025","","3102","","2076076","","670,35"
"250940","MOGEIRO","PB","11/2025","","3065","","2041371,0","","666,46"
"250940","MOGEIRO","PB","10/2025","","3121","","2072812","","664,36"
"250940","MOGEIRO","PB","09/2025","","3102","","2062451","","665,09"
"250940","MOGEIRO","PB","08/2025","","3106","","2061723","","663,79"
"250940","MOGEIRO","PB","07/2025","","3130","","2074156,0","","662,67"
"250940","MOGEIRO","PB","06/2025","","3249","","2127706","","654,88"
"250940","MOGEIRO","PB","05/2025","","3256","","2134171,0","","655,46"
"250940","MOGEIRO","PB","04/2025","","3263","","2143121,0","","656,79"
"250940","MOGEIRO","PB","03/2025","","3262","","2140146","","656,08"
"250940","MOGEIRO","PB","03/2021","2784","","730340","","262,33",""
"250940","MOGEIRO","PB","02/2021","2790","","731002","","262,01",""
"250940","MOGEIRO","PB","01/2021","2798","","732766","","261,89",""
"250940","MOGEIRO","PB","01/2018","2933","","729054","","248,57",""
"250940","MOGEIRO","PB","08/2008","1851","","169502","","91,57",""
"250940","MOGEIRO","PB","02/2025","","3290","","2159101,0","","656,26"
"250940","MOGEIRO","PB","02/2018","2895","","718899","","248,32",""
"250940","MOGEIRO","PB","03/2018","2902","","720721","","248,35",""
"250940","MOGEIRO","PB","01/2025","","3290","","2164223","","657,82"
"250940","MOGEIRO","PB","04/2018","2845","","709342","","249,33",""
"250940","MOGEIRO","PB","05/2018","2859","","716090","","250,47",""
"250940","MOGEIRO","PB","06/2018","2667","","660995","","247,84",""
"250940","MOGEIRO","PB","07/2018","2706","","717969","","265,32",""
"250940","MOGEIRO","PB","08/2018","2760","","724908","","262,65",""
"250940","MOGEIRO","PB","09/2018","2747","","717962","","261,36",""
"250940","MOGEIRO","PB","10/2018","2763","","705302","","255,27",""
"250940","MOGEIRO","PB","11/2018","2790","","724940","","259,84",""
"250940","MOGEIRO","PB","12/2018","2843","","726041","","255,38",""
"250940","MOGEIRO","PB","07/2008","1850","","169020","","91,36",""
"250940","MOGEIRO","PB","06/2008","1870","","158960","","85,01",""
"250940","MOGEIRO","PB","10/2021","2795","","493436","","176,54",""
"250940","MOGEIRO","PB","09/2021","2795","","490446","","175,47",""
"250940","MOGEIRO","PB","08/2021","2795","","487036","","174,25",""
"250940","MOGEIRO","PB","10/2008","2034","","177372","","87,20",""
"250940","MOGEIRO","PB","11/2008","2036","","183306","","90,03",""
"250940","MOGEIRO","PB","12/2017","2913","","729665","","250,49",""
"250940","MOGEIRO","PB","08/2006","1741","","111621,00","","64,11",""
"250940","MOGEIRO","PB","01/2014","2378","","469128","","197,28",""
"250940","MOGEIRO","PB","07/2013","2427","","457906","","188,67",""
"250940","MOGEIRO","PB","12/2013","2387","","476078","","199,45",""
"250940","MOGEIRO","PB","08/2013","2404","","455916","","189,65",""
"250940","MOGEIRO","PB","11/2006","1713","","108705","","63,46",""
"250940","MOGEIRO","PB","06/2006","1792","","116656","","65,10",""
"250940","MOGEIRO","PB","10/2014","2437","","556806","","228,48",""
"250940","MOGEIRO","PB","05/2013","2449","","470870","","192,27",""
"250940","MOGEIRO","PB","08/2014","2420","","547670","","226,31",""
"250940","MOGEIRO","PB","11/2013","2351","","460214","","195,75",""
"250940","MOGEIRO","PB","10/2006","1688","","107305","","63,57",""
"250940","MOGEIRO","PB","09/2006","1691","","107470,00","","63,55",""
"250940","MOGEIRO","PB","06/2013","2437","","464468","","190,59",""
"250940","MOGEIRO","PB","07/2006","1751","","112581,00","","64,30",""
"250940","MOGEIRO","PB","12/2006","1712","","109079","","63,71",""
"250940","MOGEIRO","PB","02/2014","2382","","471344","","197,88",""
"250940","MOGEIRO","PB","03/2006","1468","","97546","","66,45",""
"250940","MOGEIRO","PB","01/2017","2749","","707672","","257,43",""
"250940","MOGEIRO","PB","01/2013","2493","","411756","","165,16",""
"250940","MOGEIRO","PB","02/2013","2461","","429374","","174,47",""
"250940","MOGEIRO","PB","02/2017","2784","","714700","","256,72",""
"250940","MOGEIRO","PB","07/2014","2471","","550714","","222,87",""
"250940","MOGEIRO","PB","08/2017","2849","","717928","","251,99",""
"250940","MOGEIRO","PB","04/2006","1480","","98257,00","","66,39",""
"250940","MOGEIRO","PB","04/2014","2364","","473430","","200,27",""
"250940","MOGEIRO","PB","10/2013","2405","","466094","","193,80",""
"250940","MOGEIRO","PB","09/2013","2404","","463708","","192,89",""
"250940","MOGEIRO","PB","02/2006","1468","","97371","","66,33",""
"250940","MOGEIRO","PB","10/2017","2852","","716223","","251,13",""
"250940","MOGEIRO","PB","05/2014","2345","","481274","","205,23",""
"250940","MOGEIRO","PB","07/2017","2732","","699207","","255,93",""
"250940","MOGEIRO","PB","12/2014","2454","","565337","","230,37",""
"250940","MOGEIRO","PB","03/2017","2782","","707547","","254,33",""
"250940","MOGEIRO","PB","04/2013","2430","","462500","","190,33",""
"250940","MOGEIRO","PB","05/2006","1543","","101141,00","","65,55",""
"250940","MOGEIRO","PB","04/2017","2766","","702364","","253,93",""
"250940","MOGEIRO","PB","01/2006","1468","","97406","","66,35",""
"250940","MOGEIRO","PB","06/2017","2756","","697279","","253,00",""
"250940","MOGEIRO","PB","06/2014","2347","","528402","","225,14",""
"250940","MOGEIRO","PB","03/2013","2469","","466290","","188,86",""
"250940","MOGEIRO","PB","05/2017","2761","","703437","","254,78",""
"250940","MOGEIRO","PB","11/2014","2449","","562942","","229,87",""
"250940","MOGEIRO","PB","11/2017","2900","","725742","","250,26",""
"250940","MOGEIRO","PB","09/2017","2838","","710630","","250,40",""
"250940","MOGEIRO","PB","03/2014","2377","","480854","","202,29",""
"250940","MOGEIRO","PB","09/2014","2428","","553309","","227,89",""
"250940","MOGEIRO","PB","10/2015","2380","","565131","","237,45",""
"250940","MOGEIRO","PB","09/2012","2487","","368708","","148,25",""
"250940","MOGEIRO","PB","08/2019","2846","","736896","","258,92",""
"250940","MOGEIRO","PB","01/2012","2196","","250046","","113,86",""
"250940","MOGEIRO","PB","10/2009","2119","","217703","","102,74",""
"250940","MOGEIRO","PB","02/2012","2189","","249078","","113,79",""
"250940","MOGEIRO","PB","12/2009","2122","","217761,00","","102,62",""
"250940","MOGEIRO","PB","11/2019","2832","","744022","","262,72",""
"250940","MOGEIRO","PB","07/2009","2122","","194816","","91,81",""
"250940","MOGEIRO","PB","06/2009","2106","","192696","","91,50",""
"250940","MOGEIRO","PB","06/2019","2864","","728738","","254,45",""
"250940","MOGEIRO","PB","04/2019","2837","","716899,00","","252,70",""
"250940","MOGEIRO","PB","02/2019","2815","","735053,00","","261,12",""
"250940","MOGEIRO","PB","11/2009","2121","","216835","","102,23",""
"250940","MOGEIRO","PB","01/2009","2080","","185230","","89,05",""
"250940","MOGEIRO","PB","04/2009","2097","","189730","","90,48",""
"250940","MOGEIRO","PB","01/2019","2760","","709586","","257,10",""
"250940","MOGEIRO","PB","12/2019","2839","","743768","","261,98",""
"250940","MOGEIRO","PB","06/2012","2441","","348856","","142,92",""
"250940","MOGEIRO","PB","09/2009","2123","","217051","","102,24",""
"250940","MOGEIRO","PB","03/2012","2187","","251142","","114,83",""
"250940","MOGEIRO","PB","02/2009","2077","","188444","","90,73",""
"250940","MOGEIRO","PB","05/2012","2406","","284772","","118,36",""
"250940","MOGEIRO","PB","10/2019","2831","","736982","","260,33",""
"250940","MOGEIRO","PB","05/2009","2109","","192068","","91,07",""
"250940","MOGEIRO","PB","05/2019","2873","","731216","","254,51",""
"250940","MOGEIRO","PB","12/2015","2373","","566266","","238,63",""
"250940","MOGEIRO","PB","03/2019","2832","","726911","","256,68",""
"250940","MOGEIRO","PB","09/2019","2826","","733520","","259,56",""
"250940","MOGEIRO","PB","11/2012","2511","","375470","","149,53",""
"250940","MOGEIRO","PB","10/2012","2500","","375876","","150,35",""
"250940","MOGEIRO","PB","11/2015","2368","","564650","","238,45",""
"250940","MOGEIRO","PB","08/2015","2449","","571124","","233,21",""
"250940","MOGEIRO","PB","07/2015","2451","","575799","","234,92",""
"250940","MOGEIRO","PB","06/2015","2439","","574934","","235,73",""
"250940","MOGEIRO","PB","09/2015","2416","","564861","","233,80",""
"250940","MOGEIRO","PB","04/2015","2455","","573771","","233,72",""
"250940","MOGEIRO","PB","08/2012","2475","","358506","","144,85",""
"250940","MOGEIRO","PB","05/2015","2464","","579183","","235,06",""
"250940","MOGEIRO","PB","07/2019","2822","","726636","","257,49",""
"250940","MOGEIRO","PB","04/2012","2240","","265716","","118,62",""
"250940","MOGEIRO","PB","07/2012","2459","","356442","","144,95",""
"250940","MOGEIRO","PB","08/2009","2124","","195526","","92,06",""
"250940","MOGEIRO","PB","03/2015","2464","","571197","","231,82",""
"250940","MOGEIRO","PB","02/2015","2459","","566248","","230,28",""
"250940","MOGEIRO","PB","01/2015","2455","","565343","","230,28",""
"250940","MOGEIRO","PB","12/2012","2512","","426712","","169,87",""
"250940","MOGEIRO","PB","03/2009","2089","","188696","","90,33",""
"250950","MONTADAS","PB","03/2012","766","","91652","","119,65",""
"250950","MONTADAS","PB","10/2019","1108","","277428","","250,39",""
"250950","MONTADAS","PB","06/2009","591","","54758","","92,65",""
"250950","MONTADAS","PB","03/2015","907","","225344","","248,45",""
"250950","MONTADAS","PB","04/2012","773","","94182","","121,84",""
"250950","MONTADAS","PB","06/2012","783","","118296","","151,08",""
"250950","MONTADAS","PB","09/2009","578","","59056","","102,17",""
"250950","MONTADAS","PB","03/2009","591","","54474","","92,17",""
"250950","MONTADAS","PB","11/2012","809","","125668","","155,34",""
"250950","MONTADAS","PB","11/2009","572","","59228","","103,55",""
"250950","MONTADAS","PB","12/2019","1099","","274441","","249,72",""
"250950","MONTADAS","PB","05/2012","785","","94432","","120,30",""
"250950","MONTADAS","PB","12/2012","810","","137848","","170,18",""
"250950","MONTADAS","PB","02/2019","1147","","283348,00","","247,03",""
"250950","MONTADAS","PB","04/2019","1153","","284064,00","","246,37",""
"250950","MONTADAS","PB","01/2019","1138","","281902","","247,72",""
"250950","MONTADAS","PB","07/2012","772","","118650","","153,69",""
"250950","MONTADAS","PB","11/2019","1102","","275133","","249,67",""
"250950","MONTADAS","PB","02/2009","590","","54136","","91,76",""
"250950","MONTADAS","PB","01/2012","747","","89204","","119,42",""
"250950","MONTADAS","PB","03/2019","1157","","284612","","245,99",""
"250950","MONTADAS","PB","09/2019","1111","","277641","","249,90",""
"250950","MONTADAS","PB","01/2009","594","","54280","","91,38",""
"250950","MONTADAS","PB","08/2009","595","","54946","","92,35",""
"250950","MONTADAS","PB","04/2009","589","","54256","","92,12",""
"250950","MONTADAS","PB","10/2015","839","","197693","","235,63",""
"250950","MONTADAS","PB","08/2019","1122","","278920","","248,59",""
"250950","MONTADAS","PB","07/2009","594","","54790","","92,24",""
"250950","MONTADAS","PB","05/2009","588","","54212","","92,20",""
"250950","MONTADAS","PB","08/2012","806","","124958","","155,03",""
"250950","MONTADAS","PB","09/2015","855","","201526","","235,70",""
"250950","MONTADAS","PB","08/2015","882","","208223","","236,08",""
"250950","MONTADAS","PB","07/2015","885","","218970","","247,42",""
"250950","MONTADAS","PB","07/2019","1124","","279114","","248,32",""
"250950","MONTADAS","PB","10/2009","574","","59381","","103,45",""
"250950","MONTADAS","PB","06/2015","889","","220396","","247,91",""
"250950","MONTADAS","PB","09/2012","808","","126410","","156,45",""
"250950","MONTADAS","PB","05/2019","1153","","285012","","247,19",""
"250950","MONTADAS","PB","12/2015","853","","195787","","229,53",""
"250950","MONTADAS","PB","11/2015","812","","189367","","233,21",""
"250950","MONTADAS","PB","02/2015","909","","224911","","247,43",""
"250950","MONTADAS","PB","12/2009","572","","59400,00","","103,85",""
"250950","MONTADAS","PB","01/2015","910","","224171","","246,34",""
"250950","MONTADAS","PB","06/2019","1136","","280106","","246,57",""
"250950","MONTADAS","PB","10/2012","812","","126708","","156,04",""
"250950","MONTADAS","PB","05/2015","904","","224151","","247,95",""
"250950","MONTADAS","PB","02/2012","766","","91276","","119,16",""
"250950","MONTADAS","PB","04/2015","909","","226785","","249,49",""
"250950","MONTADAS","PB","03/2018","1057","","264421","","250,16",""
"250950","MONTADAS","PB","04/2018","1069","","264394","","247,33",""
"250950","MONTADAS","PB","03/2025","","1296","","870551","","671,72"
"250950","MONTADAS","PB","01/2024","","1209","","829643,0","","686,22"
"250950","MONTADAS","PB","05/2018","1082","","264900","","244,82",""
"250950","MONTADAS","PB","06/2018","1073","","263385","","245,47",""
"250950","MONTADAS","PB","07/2018","1065","","274126","","257,40",""
"250950","MONTADAS","PB","08/2018","1075","","275841","","256,60",""
"250950","MONTADAS","PB","09/2018","1087","","276234","","254,13",""
"250950","MONTADAS","PB","10/2018","1107","","277085","","250,30",""
"250950","MONTADAS","PB","11/2018","1129","","280707","","248,63",""
"250950","MONTADAS","PB","12/2018","1147","","283478","","247,15",""
"250950","MONTADAS","PB","07/2025","","1237","","830148,0","","671,64"
"250950","MONTADAS","PB","12/2008","611","","56839","","93,03",""
"250950","MONTADAS","PB","06/2025","","1288","","865094","","671,66"
"250950","MONTADAS","PB","06/2008","650","","56508","","86,94",""
"250950","MONTADAS","PB","10/2021","1077","","158400","","147,08",""
"250950","MONTADAS","PB","05/2025","","1289","","869024,0","","674,18"
"250950","MONTADAS","PB","09/2024","","1218","","837192,0","","688,48"
"250950","MONTADAS","PB","12/2024","","1289","","877178,0","","680,51"
"250950","MONTADAS","PB","09/2008","642","","59978,00","","93,42",""
"250950","MONTADAS","PB","04/2025","","1292","","875697,0","","677,78"
"250950","MONTADAS","PB","04/2021","1065","","154131","","144,72",""
"250950","MONTADAS","PB","07/2008","648","","60422","","93,24",""
"250950","MONTADAS","PB","12/2025","","1193","","787811","","677,40"
"250950","MONTADAS","PB","08/2008","649","","60564","","93,32",""
"250950","MONTADAS","PB","08/2021","1077","","157811","","146,53",""
"250950","MONTADAS","PB","11/2025","","1195","","786287,0","","660,75"
"250950","MONTADAS","PB","02/2025","","1293","","871152,0","","673,74"
"250950","MONTADAS","PB","10/2008","644","","59974","","93,13",""
"250950","MONTADAS","PB","10/2025","","1215","","814978","","671,32"
"250950","MONTADAS","PB","09/2021","1077","","158118","","146,81",""
"250950","MONTADAS","PB","08/2024","","1223","","841586,0","","688,13"
"250950","MONTADAS","PB","02/2024","","1207","","830783,0","","688,30"
"250950","MONTADAS","PB","06/2024","","1197","","827184,0","","691,05"
"250950","MONTADAS","PB","10/2024","","1252","","847505,0","","676,92"
"250950","MONTADAS","PB","07/2024","","1223","","842460,0","","688,85"
"250950","MONTADAS","PB","01/2025","","1278","","869102","","680,05"
"250950","MONTADAS","PB","05/2024","","1181","","809443,0","","685,39"
"250950","MONTADAS","PB","07/2021","1080","","156996","","145,37",""
"250950","MONTADAS","PB","01/2008","599","","50838","","84,87",""
"250950","MONTADAS","PB","06/2021","1080","","156764","","145,15",""
"250950","MONTADAS","PB","05/2021","1080","","156202","","144,63",""
"250950","MONTADAS","PB","04/2024","","1195","","817839,0","","684,38"
"250950","MONTADAS","PB","09/2025","","1217","","820347","","675,18"
"250950","MONTADAS","PB","08/2025","","1221","","816648","","669,38"
"250950","MONTADAS","PB","04/2008","630","","53896","","85,55",""
"250950","MONTADAS","PB","11/2008","617","","57088","","92,53",""
"250950","MONTADAS","PB","11/2024","","1250","","847430,0","","677,94"
"250950","MONTADAS","PB","03/2008","630","","53950","","85,63",""
"250950","MONTADAS","PB","03/2024","","1195","","817668","","684,24"
"250950","MONTADAS","PB","02/2008","624","","52434","","84,03",""
"250950","MONTADAS","PB","01/2018","1045","","262203","","250,91",""
"250950","MONTADAS","PB","02/2018","1050","","262601","","250,10",""
"250950","MONTADAS","PB","01/2021","1074","","264880","","246,63",""
"250950","MONTADAS","PB","02/2021","1064","","261411","","245,69",""
"250950","MONTADAS","PB","05/2008","643","","55748,00","","86,70",""
"250950","MONTADAS","PB","03/2021","1068","","263276","","246,51",""
"250950","MONTADAS","PB","04/2011","629","","74898","","119,07",""
"250950","MONTADAS","PB","12/2004","570","","42413","","74,41",""
"250950","MONTADAS","PB","11/2011","723","","88520","","122,43",""
"250950","MONTADAS","PB","07/2004","463","","34405","","74,31",""
"250950","MONTADAS","PB","06/2011","626","","74734","","119,38",""
"250950","MONTADAS","PB","01/2011","573","","58686","","102,42",""
"250950","MONTADAS","PB","03/2023","","1236","","842548","","682,23"
"250950","MONTADAS","PB","04/2004","463","","34630","","74,79",""
"250950","MONTADAS","PB","02/2004","463","","34945","","75,48",""
"250950","MONTADAS","PB","10/2023","","1220","","861383,0","","706,05"
"250950","MONTADAS","PB","09/2023","","1219","","853340","","700,03"
"250950","MONTADAS","PB","04/2023","","1227","","836276","","682,12"
"250950","MONTADAS","PB","05/2023","","1217","","830319","","682,27"
"250950","MONTADAS","PB","06/2023","","1217","","864128","","710,05"
"250950","MONTADAS","PB","07/2023","","1204","","837615,00","","695,69"
"250950","MONTADAS","PB","11/2023","","1213","","833409,0","","687,06"
"250950","MONTADAS","PB","12/2023","","1211","","839873,0","","693,54"
"250950","MONTADAS","PB","07/2011","624","","74472","","119,35",""
"250950","MONTADAS","PB","08/2011","625","","74908","","119,85",""
"250950","MONTADAS","PB","11/2004","584","","42593","","72,93",""
"250950","MONTADAS","PB","05/2004","463","","34540","","74,60",""
"250950","MONTADAS","PB","10/2011","708","","87148","","123,09",""
"250950","MONTADAS","PB","01/2010","566","","57177","","101,02",""
"250950","MONTADAS","PB","11/2010","578","","60530","","104,72",""
"250950","MONTADAS","PB","04/2010","569","","57656,00","","101,33",""
"250950","MONTADAS","PB","09/2004","496","","36665","","73,92",""
"250950","MONTADAS","PB","08/2023","","1223","","854852,00","","698,98"
"250950","MONTADAS","PB","03/2004","463","","34945","","75,48",""
"250950","MONTADAS","PB","03/2010","567","","57355","","101,16",""
"250950","MONTADAS","PB","08/2004","463","","34360","","74,21",""
"250950","MONTADAS","PB","05/2011","629","","74874","","119,04",""
"250950","MONTADAS","PB","09/2010","579","","59931","","103,51",""
"250950","MONTADAS","PB","02/2011","625","","63575","","101,72",""
"250950","MONTADAS","PB","02/2010","564","","56931,00","","100,94",""
