"Código","Unidade Territorial","UF","Referência","Número de famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Número de famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (até outubro/2021)","Valor total repassado às famílias beneficiárias do Programa Bolsa Família (a partir de março/2023)","Valor médio do benefício do Programa Bolsa Família (até outubro/2021)","Valor médio do benefício do Programa Bolsa Família (a partir de março/2023)"
"250370","CAJAZEIRAS","PB","11/2025","","12613","","8314438,0","","659,61"
"250370","CAJAZEIRAS","PB","10/2025","","12701","","8351369","","657,80"
"250370","CAJAZEIRAS","PB","09/2025","","12740","","8388297","","658,78"
"250370","CAJAZEIRAS","PB","08/2025","","12744","","8310745","","652,39"
"250370","CAJAZEIRAS","PB","07/2025","","12939","","8465371,0","","654,61"
"250370","CAJAZEIRAS","PB","09/2024","","13077","","8696474,0","","665,73"
"250370","CAJAZEIRAS","PB","08/2008","6778","","611465","","90,21",""
"250370","CAJAZEIRAS","PB","08/2024","","13048","","8659914,0","","663,80"
"250370","CAJAZEIRAS","PB","07/2024","","13068","","8763499,0","","670,81"
"250370","CAJAZEIRAS","PB","06/2024","","12682","","8433519,0","","665,16"
"250370","CAJAZEIRAS","PB","05/2024","","12765","","8460585,0","","662,95"
"250370","CAJAZEIRAS","PB","04/2024","","12892","","8557747,0","","664,01"
"250370","CAJAZEIRAS","PB","03/2024","","12894","","8625887","","669,19"
"250370","CAJAZEIRAS","PB","02/2024","","12892","","8708341,0","","675,48"
"250370","CAJAZEIRAS","PB","02/2008","6804","","553187","","81,30",""
"250370","CAJAZEIRAS","PB","04/2008","6738","","555165","","82,39",""
"250370","CAJAZEIRAS","PB","04/2021","8055","","993362","","123,32",""
"250370","CAJAZEIRAS","PB","01/2024","","12941","","8753049,0","","676,38"
"250370","CAJAZEIRAS","PB","07/2008","6783","","611179","","90,10",""
"250370","CAJAZEIRAS","PB","06/2025","","13500","","8756656","","648,83"
"250370","CAJAZEIRAS","PB","05/2025","","13494","","8765073,0","","649,94"
"250370","CAJAZEIRAS","PB","04/2025","","13499","","8801185,0","","652,23"
"250370","CAJAZEIRAS","PB","08/2018","8120","","1820013","","224,14",""
"250370","CAJAZEIRAS","PB","09/2021","8122","","1024415","","126,13",""
"250370","CAJAZEIRAS","PB","07/2021","8137","","1015654","","124,82",""
"250370","CAJAZEIRAS","PB","12/2016","7205","","1507021","","209,16",""
"250370","CAJAZEIRAS","PB","01/2026","","12456","","8255994","","662,81"
"250370","CAJAZEIRAS","PB","02/2026","","12482","","8262692","","661,97"
"250370","CAJAZEIRAS","PB","03/2026","","12424","","8211046","","661,54"
"250370","CAJAZEIRAS","PB","04/2026","","12403","","8142793","","656,89"
"250370","CAJAZEIRAS","PB","05/2026","","12445","","8186940","","658,54"
"250370","CAJAZEIRAS","PB","06/2026","","13180","","8673773","","658,40"
"250370","CAJAZEIRAS","PB","07/2026","","13112","","8653081","","660,29"
"250370","CAJAZEIRAS","PB","06/2020","8126","","40582","","4,99",""
"250370","CAJAZEIRAS","PB","01/2020","8234","","1922773,00","","233,52",""
"250370","CAJAZEIRAS","PB","02/2020","8234","","1921986","","233,42",""
"250370","CAJAZEIRAS","PB","03/2020","8102","","1911905","","235,98",""
"250370","CAJAZEIRAS","PB","04/2020","8105","","40771","","5,03",""
"250370","CAJAZEIRAS","PB","05/2020","8125","","43488","","5,35",""
"250370","CAJAZEIRAS","PB","07/2020","8126","","49580","","6,10",""
"250370","CAJAZEIRAS","PB","08/2020","8126","","48414","","5,96",""
"250370","CAJAZEIRAS","PB","09/2020","8127","","234342","","28,83",""
"250370","CAJAZEIRAS","PB","10/2020","8127","","253360","","31,18",""
"250370","CAJAZEIRAS","PB","11/2020","8127","","258859","","31,85",""
"250370","CAJAZEIRAS","PB","12/2020","8127","","268871","","33,08",""
"250370","CAJAZEIRAS","PB","09/2016","7569","","1573395","","207,87",""
"250370","CAJAZEIRAS","PB","05/2016","7781","","1428060","","183,53",""
"250370","CAJAZEIRAS","PB","02/2016","7760","","1431872,00","","184,52",""
"250370","CAJAZEIRAS","PB","10/2016","7507","","1560965","","207,93",""
"250370","CAJAZEIRAS","PB","03/2016","7852","","1435355,00","","182,80",""
"250370","CAJAZEIRAS","PB","06/2016","7765","","1426195","","183,67",""
"250370","CAJAZEIRAS","PB","11/2016","7239","","1520878","","210,10",""
"250370","CAJAZEIRAS","PB","04/2016","7858","","1438691","","183,09",""
"250370","CAJAZEIRAS","PB","08/2016","7784","","1606904","","206,44",""
"250370","CAJAZEIRAS","PB","01/2016","7733","","1437434","","185,88",""
"250370","CAJAZEIRAS","PB","07/2016","7776","","1608895,00","","206,91",""
"250370","CAJAZEIRAS","PB","08/2007","6230","","503592","","80,83",""
"250370","CAJAZEIRAS","PB","12/2007","6738","","546022","","81,04",""
"250370","CAJAZEIRAS","PB","11/2007","6772","","549410","","81,13",""
"250370","CAJAZEIRAS","PB","07/2007","6219","","428690","","68,93",""
"250370","CAJAZEIRAS","PB","01/2007","5544","","375286","","67,69",""
"250370","CAJAZEIRAS","PB","02/2007","5615","","381904","","68,01",""
"250370","CAJAZEIRAS","PB","05/2007","6081","","416796","","68,54",""
"250370","CAJAZEIRAS","PB","03/2007","5823","","396870","","68,16",""
"250370","CAJAZEIRAS","PB","09/2007","6220","","502682","","80,82",""
"250370","CAJAZEIRAS","PB","04/2007","5907","","403542","","68,32",""
"250370","CAJAZEIRAS","PB","06/2007","5984","","412048","","68,86",""
"250370","CAJAZEIRAS","PB","10/2007","6783","","548274","","80,83",""
"250370","CAJAZEIRAS","PB","05/2005","4208","","296802","","70,53",""
"250370","CAJAZEIRAS","PB","09/2005","4457","","310236","","69,61",""
"250370","CAJAZEIRAS","PB","02/2005","3884","","271960","","70,02",""
"250370","CAJAZEIRAS","PB","03/2005","3884","","271960","","70,02",""
"250370","CAJAZEIRAS","PB","06/2005","4199","","296040","","70,50",""
"250370","CAJAZEIRAS","PB","08/2005","4393","","305583","","69,56",""
"250370","CAJAZEIRAS","PB","12/2005","4575","","316372","","69,15",""
"250370","CAJAZEIRAS","PB","01/2005","3890","","272508","","70,05",""
"250370","CAJAZEIRAS","PB","11/2005","4468","","310231","","69,43",""
"250370","CAJAZEIRAS","PB","04/2005","3910","","273232","","69,88",""
"250370","CAJAZEIRAS","PB","07/2005","4387","","304968","","69,52",""
"250370","CAJAZEIRAS","PB","10/2005","4482","","311148","","69,42",""
"250375","CAJAZEIRINHAS","PB","03/2020","806","","218274","","270,81",""
"250375","CAJAZEIRINHAS","PB","05/2026","","800","","539223","","674,03"
"250375","CAJAZEIRINHAS","PB","07/2026","","789","","531802","","674,02"
"250375","CAJAZEIRINHAS","PB","01/2007","485","","32543","","67,10",""
"250375","CAJAZEIRINHAS","PB","08/2007","477","","38442","","80,59",""
"250375","CAJAZEIRINHAS","PB","03/2026","","819","","541702","","662,23"
"250375","CAJAZEIRINHAS","PB","07/2016","667","","171212,00","","256,69",""
"250375","CAJAZEIRINHAS","PB","06/2005","310","","21389","","69,00",""
"250375","CAJAZEIRINHAS","PB","09/2016","650","","168411","","259,09",""
"250375","CAJAZEIRINHAS","PB","08/2005","325","","22624","","69,61",""
"250375","CAJAZEIRINHAS","PB","02/2020","813","","218488","","268,74",""
"250375","CAJAZEIRINHAS","PB","01/2020","811","","217502,00","","268,19",""
"250375","CAJAZEIRINHAS","PB","06/2007","471","","32115","","68,18",""
"250375","CAJAZEIRINHAS","PB","11/2020","807","","42472","","52,63",""
"250375","CAJAZEIRINHAS","PB","04/2020","807","","4313","","5,34",""
"250375","CAJAZEIRINHAS","PB","07/2020","808","","4014","","4,97",""
"250375","CAJAZEIRINHAS","PB","08/2020","808","","4193","","5,19",""
"250375","CAJAZEIRINHAS","PB","03/2016","668","","150332,00","","225,05",""
"250375","CAJAZEIRINHAS","PB","10/2020","807","","41472","","51,39",""
"250375","CAJAZEIRINHAS","PB","04/2016","667","","151083","","226,51",""
"250375","CAJAZEIRINHAS","PB","04/2026","","813","","541591","","666,98"
"250375","CAJAZEIRINHAS","PB","11/2007","496","","40552","","81,76",""
"250375","CAJAZEIRINHAS","PB","03/2005","291","","20169","","69,31",""
"250375","CAJAZEIRINHAS","PB","12/2020","807","","42733","","52,95",""
"250375","CAJAZEIRINHAS","PB","09/2020","807","","39317","","48,72",""
"250375","CAJAZEIRINHAS","PB","04/2007","469","","31528","","67,22",""
"250375","CAJAZEIRINHAS","PB","02/2005","291","","20169","","69,31",""
"250375","CAJAZEIRINHAS","PB","07/2005","316","","21949","","69,46",""
"250375","CAJAZEIRINHAS","PB","10/2007","498","","40552","","81,43",""
"250375","CAJAZEIRINHAS","PB","06/2020","808","","3566","","4,41",""
"250375","CAJAZEIRINHAS","PB","01/2005","291","","20169","","69,31",""
"250375","CAJAZEIRINHAS","PB","10/2005","329","","22869","","69,51",""
"250375","CAJAZEIRINHAS","PB","07/2007","473","","32295","","68,28",""
"250375","CAJAZEIRINHAS","PB","01/2016","606","","140791","","232,33",""
"250375","CAJAZEIRINHAS","PB","10/2016","634","","160445","","253,07",""
"250375","CAJAZEIRINHAS","PB","02/2016","610","","141522,00","","232,00",""
"250375","CAJAZEIRINHAS","PB","05/2016","660","","151240","","229,15",""
"250375","CAJAZEIRINHAS","PB","09/2005","325","","22624","","69,61",""
"250375","CAJAZEIRINHAS","PB","06/2026","","801","","537862","","671,49"
"250375","CAJAZEIRINHAS","PB","05/2005","310","","21389","","69,00",""
"250375","CAJAZEIRINHAS","PB","12/2007","500","","41232","","82,46",""
"250375","CAJAZEIRINHAS","PB","12/2016","602","","147286","","244,66",""
"250375","CAJAZEIRINHAS","PB","11/2005","369","","24989","","67,72",""
"250375","CAJAZEIRINHAS","PB","05/2007","476","","32545","","68,37",""
"250375","CAJAZEIRINHAS","PB","08/2016","664","","170718","","257,11",""
"250375","CAJAZEIRINHAS","PB","04/2005","292","","20234","","69,29",""
"250375","CAJAZEIRINHAS","PB","12/2005","382","","25672","","67,20",""
"250375","CAJAZEIRINHAS","PB","06/2016","664","","152762","","230,06",""
"250375","CAJAZEIRINHAS","PB","05/2020","808","","3477","","4,30",""
"250375","CAJAZEIRINHAS","PB","01/2026","","830","","553557","","666,94"
"250375","CAJAZEIRINHAS","PB","03/2007","484","","32573","","67,30",""
"250375","CAJAZEIRINHAS","PB","09/2007","492","","39638","","80,57",""
"250375","CAJAZEIRINHAS","PB","02/2026","","827","","550767","","665,98"
"250375","CAJAZEIRINHAS","PB","02/2007","483","","32448","","67,18",""
"250375","CAJAZEIRINHAS","PB","11/2016","608","","148425","","244,12",""
"250375","CAJAZEIRINHAS","PB","02/2019","806","","208365,00","","258,52",""
"250375","CAJAZEIRINHAS","PB","06/2009","502","","46524","","92,68",""
"250375","CAJAZEIRINHAS","PB","05/2019","843","","215345","","255,45",""
"250375","CAJAZEIRINHAS","PB","01/2009","501","","46006","","91,83",""
"250375","CAJAZEIRINHAS","PB","11/2019","811","","216120","","266,49",""
"250375","CAJAZEIRINHAS","PB","10/2019","816","","216224","","264,98",""
"250375","CAJAZEIRINHAS","PB","03/2012","572","","68534","","119,81",""
"250375","CAJAZEIRINHAS","PB","09/2012","622","","91996","","147,90",""
"250375","CAJAZEIRINHAS","PB","07/2009","507","","47072","","92,84",""
"250375","CAJAZEIRINHAS","PB","04/2015","670","","152085","","226,99",""
"250375","CAJAZEIRINHAS","PB","10/2015","630","","144320","","229,08",""
"250375","CAJAZEIRINHAS","PB","03/2019","825","","212389","","257,44",""
"250375","CAJAZEIRINHAS","PB","07/2012","611","","87936","","143,92",""
"250375","CAJAZEIRINHAS","PB","02/2009","498","","45894","","92,16",""
"250375","CAJAZEIRINHAS","PB","08/2012","623","","92182","","147,96",""
"250375","CAJAZEIRINHAS","PB","05/2015","673","","152639","","226,80",""
"250375","CAJAZEIRINHAS","PB","01/2015","655","","147484","","225,17",""
"250375","CAJAZEIRINHAS","PB","06/2019","838","","215157","","256,75",""
"250375","CAJAZEIRINHAS","PB","11/2015","608","","141262","","232,34",""
"250375","CAJAZEIRINHAS","PB","12/2015","608","","141026","","231,95",""
"250375","CAJAZEIRINHAS","PB","07/2019","832","","214735","","258,09",""
"250375","CAJAZEIRINHAS","PB","10/2012","623","","92072","","147,79",""
"250375","CAJAZEIRINHAS","PB","06/2015","667","","151670","","227,39",""
"250375","CAJAZEIRINHAS","PB","12/2009","496","","50970,00","","102,76",""
"250375","CAJAZEIRINHAS","PB","11/2009","504","","51534","","102,25",""
"250375","CAJAZEIRINHAS","PB","09/2009","508","","51822","","102,01",""
"250375","CAJAZEIRINHAS","PB","07/2015","668","","151746","","227,16",""
"250375","CAJAZEIRINHAS","PB","09/2019","819","","215438","","263,05",""
"250375","CAJAZEIRINHAS","PB","08/2015","670","","150206","","224,19",""
"250375","CAJAZEIRINHAS","PB","10/2009","506","","51828","","102,43",""
"250375","CAJAZEIRINHAS","PB","05/2009","497","","45784","","92,12",""
"250375","CAJAZEIRINHAS","PB","08/2009","509","","47216","","92,76",""
"250375","CAJAZEIRINHAS","PB","09/2015","626","","142445","","227,55",""
"250375","CAJAZEIRINHAS","PB","08/2019","826","","214633","","259,85",""
"250375","CAJAZEIRINHAS","PB","01/2012","569","","69900","","122,85",""
"250375","CAJAZEIRINHAS","PB","04/2009","502","","46382","","92,39",""
"250375","CAJAZEIRINHAS","PB","01/2019","795","","204955","","257,81",""
"250375","CAJAZEIRINHAS","PB","05/2012","618","","76214","","123,32",""
"250375","CAJAZEIRINHAS","PB","06/2012","613","","88620","","144,57",""
"250375","CAJAZEIRINHAS","PB","04/2012","576","","70040","","121,60",""
"250375","CAJAZEIRINHAS","PB","11/2012","624","","92302","","147,92",""
"250375","CAJAZEIRINHAS","PB","03/2009","502","","46362","","92,35",""
"250375","CAJAZEIRINHAS","PB","02/2012","573","","69652","","121,56",""
"250375","CAJAZEIRINHAS","PB","02/2015","670","","150874","","225,19",""
"250375","CAJAZEIRINHAS","PB","03/2015","670","","151445","","226,04",""
"250375","CAJAZEIRINHAS","PB","12/2019","811","","217093","","267,69",""
"250375","CAJAZEIRINHAS","PB","04/2019","834","","209635,00","","251,36",""
"250375","CAJAZEIRINHAS","PB","12/2012","624","","101328","","162,38",""
"250375","CAJAZEIRINHAS","PB","11/2006","507","","34140","","67,34",""
"250375","CAJAZEIRINHAS","PB","06/2017","709","","177879","","250,89",""
"250375","CAJAZEIRINHAS","PB","08/2014","639","","142463","","222,95",""
"250375","CAJAZEIRINHAS","PB","02/2013","619","","103380","","167,01",""
"250375","CAJAZEIRINHAS","PB","07/2017","705","","178891","","253,75",""
"250375","CAJAZEIRINHAS","PB","12/2013","634","","122098","","192,58",""
"250375","CAJAZEIRINHAS","PB","08/2017","750","","186164","","248,22",""
"250375","CAJAZEIRINHAS","PB","04/2013","612","","113992","","186,26",""
"250375","CAJAZEIRINHAS","PB","07/2013","630","","118126","","187,50",""
"250375","CAJAZEIRINHAS","PB","09/2017","743","","184089","","247,76",""
"250375","CAJAZEIRINHAS","PB","01/2017","695","","166553","","239,64",""
"250375","CAJAZEIRINHAS","PB","03/2006","375","","24612","","65,63",""
"250375","CAJAZEIRINHAS","PB","12/2006","485","","32751","","67,53",""
"250375","CAJAZEIRINHAS","PB","10/2013","636","","121834","","191,56",""
"250375","CAJAZEIRINHAS","PB","10/2017","746","","185694","","248,92",""
"250375","CAJAZEIRINHAS","PB","06/2014","634","","138842","","218,99",""
"250375","CAJAZEIRINHAS","PB","07/2014","639","","142575","","223,12",""
"250375","CAJAZEIRINHAS","PB","02/2017","705","","169332","","240,19",""
"250375","CAJAZEIRINHAS","PB","11/2014","649","","145575","","224,31",""
"250375","CAJAZEIRINHAS","PB","03/2014","634","","123496","","194,79",""
"250375","CAJAZEIRINHAS","PB","09/2013","632","","120524","","190,70",""
"250375","CAJAZEIRINHAS","PB","01/2014","628","","121198","","192,99",""
"250375","CAJAZEIRINHAS","PB","03/2013","620","","113436","","182,96",""
"250375","CAJAZEIRINHAS","PB","05/2013","629","","116672","","185,49",""
"250375","CAJAZEIRINHAS","PB","08/2006","503","","33278,00","","66,16",""
"250375","CAJAZEIRINHAS","PB","11/2017","751","","187164","","249,22",""
"250375","CAJAZEIRINHAS","PB","02/2006","380","","24922","","65,58",""
"250375","CAJAZEIRINHAS","PB","03/2017","707","","170731","","241,49",""
"250375","CAJAZEIRINHAS","PB","12/2017","755","","188670","","249,89",""
"250375","CAJAZEIRINHAS","PB","04/2006","383","","25222,00","","65,85",""
"250375","CAJAZEIRINHAS","PB","07/2006","504","","33243,00","","65,96",""
"250375","CAJAZEIRINHAS","PB","01/2006","378","","24747","","65,47",""
"250375","CAJAZEIRINHAS","PB","04/2017","705","","171983","","243,95",""
"250375","CAJAZEIRINHAS","PB","10/2006","500","","33435","","66,87",""
"250375","CAJAZEIRINHAS","PB","05/2006","395","","25635,00","","64,90",""
"250375","CAJAZEIRINHAS","PB","12/2014","653","","146723","","224,69",""
"250375","CAJAZEIRINHAS","PB","08/2013","629","","118082","","187,73",""
"250375","CAJAZEIRINHAS","PB","02/2014","632","","123754","","195,81",""
"250375","CAJAZEIRINHAS","PB","01/2013","627","","98350","","156,86",""
"250375","CAJAZEIRINHAS","PB","09/2014","647","","144530","","223,38",""
"250375","CAJAZEIRINHAS","PB","11/2013","631","","121668","","192,82",""
"250375","CAJAZEIRINHAS","PB","09/2006","498","","33080,00","","66,43",""
"250375","CAJAZEIRINHAS","PB","10/2014","651","","145181","","223,01",""
"250375","CAJAZEIRINHAS","PB","06/2006","509","","33337","","65,50",""
"250375","CAJAZEIRINHAS","PB","04/2014","633","","123758","","195,51",""
"250375","CAJAZEIRINHAS","PB","05/2017","708","","176619","","249,46",""
"250375","CAJAZEIRINHAS","PB","05/2014","626","","122724","","196,04",""
"250375","CAJAZEIRINHAS","PB","06/2013","628","","117730","","187,47",""
"250375","CAJAZEIRINHAS","PB","05/2004","315","","22275","","70,71",""
"250375","CAJAZEIRINHAS","PB","06/2010","516","","52086","","100,94",""
"250375","CAJAZEIRINHAS","PB","04/2010","502","","50485,00","","100,57",""
"250375","CAJAZEIRINHAS","PB","04/2011","558","","63850","","114,43",""
"250375","CAJAZEIRINHAS","PB","09/2004","315","","22145","","70,30",""
"250375","CAJAZEIRINHAS","PB","07/2023","","1014","","637341,00","","681,65"
"250375","CAJAZEIRINHAS","PB","08/2004","314","","22110","","70,41",""
"250375","CAJAZEIRINHAS","PB","02/2010","498","","49956,00","","100,31",""
"250375","CAJAZEIRINHAS","PB","05/2010","503","","50685","","100,77",""
"250375","CAJAZEIRINHAS","PB","12/2010","514","","52737","","102,60",""
"250375","CAJAZEIRINHAS","PB","06/2011","560","","64450","","115,09",""
"250375","CAJAZEIRINHAS","PB","01/2010","493","","49060","","99,51",""
"250375","CAJAZEIRINHAS","PB","12/2011","552","","67530,00","","122,34",""
"250375","CAJAZEIRINHAS","PB","07/2010","512","","51711","","101,00",""
"250375","CAJAZEIRINHAS","PB","11/2010","519","","52899","","101,92",""
"250375","CAJAZEIRINHAS","PB","08/2011","556","","66376","","119,38",""
"250375","CAJAZEIRINHAS","PB","02/2004","315","","22590","","71,71",""
"250375","CAJAZEIRINHAS","PB","09/2010","524","","53255","","101,63",""
"250375","CAJAZEIRINHAS","PB","11/2023","","1005","","669288,0","","665,96"
"250375","CAJAZEIRINHAS","PB","10/2023","","1011","","692067,0","","685,21"
"250375","CAJAZEIRINHAS","PB","06/2023","","1029","","712863","","692,77"
"250375","CAJAZEIRINHAS","PB","05/2023","","1034","","634582","","664,48"
